triangle_id,point_1_x,point_1_y,point_1_z,point_2_x,point_2_y,point_2_z,point_3_x,point_3_y,point_3_z
8836,420,112,-3.813421519616601,416,116,-3.79427515677802,420,116,-3.8422798097636033
8837,416,120,-3.840974423334733,412,124,-3.8571153043396924,416,124,-3.9047191690504013
8838,420,104,-3.795654591197884,420,108,-3.8014567125560816,424,104,-3.8408017337693896
8839,704,92,-3.7525965260135266,700,92,-3.7928486522522653,704,96,-3.7035975359908457
8840,704,92,-3.7525965260135266,700,88,-3.830739383617968,700,92,-3.7928486522522653
8841,688,72,-4.076749410981931,688,76,-4.045800594405664,692,76,-4.000391515447717
8842,488,328,-3.565658742233971,492,328,-3.5703749820732527,488,324,-3.5707393641919243
8843,488,324,-3.5707393641919243,492,328,-3.5703749820732527,492,324,-3.576304883206417
8844,496,328,-3.567776341226661,500,332,-3.547931121558037,500,328,-3.5578565893284932
8845,468,312,-3.4937232504393774,472,316,-3.507947958043115,472,312,-3.504562858707007
8846,480,320,-3.5429647865781204,484,324,-3.558162926753836,484,320,-3.5610742995393068
8847,436,84,-4.059572095924777,432,88,-3.9981888219599577,436,88,-4.040256353596115
8848,428,96,-3.9078334760284323,424,100,-3.8452422152884815,428,100,-3.8927387214901885
8849,496,36,-4.049940222181622,492,36,-4.144245970129366,492,40,-4.1790594861489545
8850,488,40,-4.261167664274751,484,40,-4.334927893325714,484,44,-4.34114752763279
8851,496,32,-3.990000430159865,492,36,-4.144245970129366,496,36,-4.049940222181622
8852,500,32,-3.8852931265988007,500,36,-3.949363620629277,504,32,-3.777245419657653
8853,476,44,-4.462149997528745,476,48,-4.443952131450795,480,44,-4.4039397558169915
8854,476,44,-4.462149997528745,472,48,-4.493951930978157,476,48,-4.443952131450795
8855,420,252,-3.934389725764887,420,256,-3.8543005125014895,424,256,-3.9021295758199392
8856,424,260,-3.823182629130482,424,264,-3.754934648423414,428,264,-3.789003822841998
8857,428,268,-3.7278972892380464,428,272,-3.678659029437558,432,272,-3.7045396021261427
8858,416,252,-3.8821430178442435,420,256,-3.8543005125014895,420,252,-3.934389725764887
8859,416,248,-3.9681808036137505,420,248,-4.022624908921038,416,244,-4.0614605692096575
8860,416,112,-3.7651143296681036,416,116,-3.79427515677802,420,112,-3.813421519616601
8861,412,244,-4.008420016270029,416,248,-3.9681808036137505,416,244,-4.0614605692096575
8862,720,120,-3.264697588003656,716,116,-3.3026662205584967,716,120,-3.2676282824108815
8863,504,28,-3.6986540520572397,500,32,-3.8852931265988007,504,32,-3.777245419657653
8864,496,332,-3.5574091360031526,500,332,-3.547931121558037,496,328,-3.567776341226661
8865,504,332,-3.533348090963728,501.80859963027325,334.3915540543203,0,505.03224827891546,332.1597972974994,0
8866,424,96,-3.859055018412556,424,100,-3.8452422152884815,428,96,-3.9078334760284323
8867,480,324,-3.5405847896389995,484,324,-3.558162926753836,480,320,-3.5429647865781204
8868,712,104,-3.49646715681655,708,100,-3.6017396857304473,708,104,-3.538897795751318
8869,488,36,-4.230339172875464,484,40,-4.334927893325714,488,40,-4.261167664274751
8870,420,260,-3.78382498601121,424,264,-3.754934648423414,424,260,-3.823182629130482
8871,688,76,-4.045800594405664,692,80,-3.9674824969018885,692,76,-4.000391515447717
8872,444,292,-3.5739463728924035,448,292,-3.545138383190944,444,288,-3.5878603003357914
8873,444,292,-3.5739463728924035,448,296,-3.5370120293747016,448,292,-3.545138383190944
8874,448,292,-3.545138383190944,448,296,-3.5370120293747016,452,296,-3.5123203291887157
8875,452,296,-3.5123203291887157,452,300,-3.5090784351493363,456,300,-3.4918574756040814
8876,456,300,-3.4918574756040814,456,304,-3.4919136681578165,460,304,-3.481388934686151
8877,460,304,-3.481388934686151,460,308,-3.484605995248837,464,308,-3.48286891885768
8878,464,308,-3.48286891885768,464,312,-3.484719858771707,468,312,-3.4937232504393774
8879,468,312,-3.4937232504393774,468,316,-3.4922946509459085,472,316,-3.507947958043115
8880,444,292,-3.5739463728924035,444,288,-3.5878603003357914,440,288,-3.617123202437113
8881,444,288,-3.5878603003357914,440,284,-3.637194665742057,440,288,-3.617123202437113
8882,448,72,-4.254673267646452,444,72,-4.213387978665434,444,76,-4.186643861886714
8883,444,76,-4.186643861886714,440,76,-4.145725776718589,440,80,-4.12488175003276
8884,440,80,-4.12488175003276,436,80,-4.079556618467192,436,84,-4.059572095924777
8885,436,84,-4.059572095924777,432,84,-4.015936453546651,432,88,-3.9981888219599577
8886,452,68,-4.328721361602129,448,68,-4.288220270169656,448,72,-4.254673267646452
8887,452,64,-4.367286350850995,448,68,-4.288220270169656,452,68,-4.328721361602129
8888,452,64,-4.367286350850995,452,68,-4.328721361602129,456,64,-4.405088980797687
8889,452,64,-4.367286350850995,456,64,-4.405088980797687,456,60,-4.444986755406905
8890,456,64,-4.405088980797687,460,60,-4.449325258007208,456,60,-4.444986755406905
8891,460,60,-4.449325258007208,460,56,-4.498508490570232,456,60,-4.444986755406905
8892,404,152,-4.3520770532434225,408,148,-4.341842209254253,404,148,-4.276686403858425
8893,728,160,-3.4093214862899197,728,156,-3.396507374467269,724,156,-3.4041558406024377
8894,728,212,-3.164604732012324,724,216,-3.1345632043044778,728,216,-3.0843634472649843
8895,448,296,-3.5370120293747016,452,300,-3.5090784351493363,452,296,-3.5123203291887157
8896,404,204,-4.666397979745344,404,208,-4.60544496210889,408,208,-4.697933853128684
8897,684,68,-4.145828494190726,680,64,-4.166541309470629,680,68,-4.16856752917993
8898,460,60,-4.449325258007208,464,56,-4.482686009638764,460,56,-4.498508490570232
8899,448,68,-4.288220270169656,444,72,-4.213387978665434,448,72,-4.254673267646452
8900,460,56,-4.498508490570232,464,56,-4.482686009638764,464,52,-4.5337698774886634
8901,692,76,-4.000391515447717,692,80,-3.9674824969018885,696,80,-3.921369292065098
8902,440,288,-3.617123202437113,440,284,-3.637194665742057,436,284,-3.6318363867753773
8903,452,300,-3.5090784351493363,456,304,-3.4919136681578165,456,300,-3.4918574756040814
8904,680,64,-4.166541309470629,676,60,-4.139357915270241,676,64,-4.150290923128383
8905,412,236,-4.190208594700148,412,240,-4.105335132330001,416,240,-4.160413400906327
8906,408,236,-4.1113758466234245,412,240,-4.105335132330001,412,236,-4.190208594700148
8907,412,120,-3.793912736184722,412,124,-3.8571153043396924,416,120,-3.840974423334733
8908,408,132,-3.973440361289724,408,136,-4.065644442741502,412,132,-4.025850934697586
8909,724,128,-3.267735298304283,720,124,-3.249290590468494,720,128,-3.2477867263335702
8910,720,128,-3.2477867263335702,720,124,-3.249290590468494,716,124,-3.2454327440836304
8911,408,132,-3.973440361289724,412,132,-4.025850934697586,412,128,-3.9354381278783244
8912,404,148,-4.276686403858425,408,148,-4.341842209254253,408,144,-4.2543845283842705
8913,652.0372231722873,49.07797976265967,0,655.4869100882843,49.30795889041403,0,677.2199376591601,49.48044323599086,0
8914,507.8839374681724,30.37668918949595,0,504,28,-3.6986540520572397,504,32,-3.777245419657653
8915,404,224,-4.293197998708656,408,228,-4.280020022346707,408,224,-4.376789387563098
8916,408,224,-4.376789387563098,408,228,-4.280020022346707,412,228,-4.3630749722986355
8917,728,140,-3.396421870550189,724,136,-3.315873005019016,724,140,-3.356182880996855
8918,724,140,-3.356182880996855,724,136,-3.315873005019016,720,136,-3.285990778326547
8919,724,232,-2.824945271803428,724,228,-2.8989310453230615,720,232,-2.8905121115073
8920,728,216,-3.0843634472649843,724,216,-3.1345632043044778,724,220,-3.056192538717642
8921,464,52,-4.5337698774886634,464,56,-4.482686009638764,468,52,-4.499553523678643
8922,696,80,-3.921369292065098,692,80,-3.9674824969018885,696,84,-3.8962753299559423
8923,456,304,-3.4919136681578165,460,308,-3.484605995248837,460,304,-3.481388934686151
8924,444,72,-4.213387978665434,440,76,-4.145725776718589,444,76,-4.186643861886714
8925,676,60,-4.139357915270241,672,56,-4.096537260439227,672,60,-4.118960871616707
8926,436,284,-3.6318363867753773,440,284,-3.637194665742057,436,280,-3.6521640045306762
8927,708,96,-3.6594452570783806,704,92,-3.7525965260135266,704,96,-3.7035975359908457
8928,700,84,-3.8584420872025147,696,80,-3.921369292065098,696,84,-3.8962753299559423
8929,728,156,-3.396507374467269,728,152,-3.388884699179576,724,152,-3.393930244633362
8930,424,268,-3.6980531050263696,428,272,-3.678659029437558,428,268,-3.7278972892380464
8931,432,280,-3.6346868227891984,436,284,-3.6318363867753773,436,280,-3.6521640045306762
8932,728,216,-3.0843634472649843,724,220,-3.056192538717642,728,220,-3.0005137514510998
8933,472,320,-3.505372429196669,476,320,-3.5237665913875116,472,316,-3.507947958043115
8934,472,316,-3.507947958043115,476,320,-3.5237665913875116,476,316,-3.524351438202603
8935,404,208,-4.60544496210889,404,212,-4.53550283429703,408,212,-4.626104799077663
8936,480,40,-4.401423570883635,476,44,-4.462149997528745,480,44,-4.4039397558169915
8937,468,48,-4.539896974911811,464,52,-4.5337698774886634,468,52,-4.499553523678643
8938,404,148,-4.276686403858425,408,144,-4.2543845283842705,404,144,-4.1919714897571225
8939,432,88,-3.9981888219599577,428,92,-3.9292162055805306,432,92,-3.9816190292381983
8940,428,88,-3.9539121039125416,428,92,-3.9292162055805306,432,88,-3.9981888219599577
8941,468,48,-4.539896974911811,468,52,-4.499553523678643,472,48,-4.493951930978157
8942,432,280,-3.6346868227891984,436,280,-3.6521640045306762,432,276,-3.6633069938885345
8943,440,76,-4.145725776718589,436,80,-4.079556618467192,440,80,-4.12488175003276
8944,672,56,-4.096537260439227,668,52,-4.03795135924161,668,56,-4.0740318762517935
8945,700,84,-3.8584420872025147,696,84,-3.8962753299559423,700,88,-3.830739383617968
8946,460,308,-3.484605995248837,464,312,-3.484719858771707,464,308,-3.48286891885768
8947,498.58495098163104,336.6233108111412,0,501.80859963027325,334.3915540543203,0,500,332,-3.547931121558037
8948,500,332,-3.547931121558037,501.80859963027325,334.3915540543203,0,504,332,-3.533348090963728
8949,505.03224827891546,332.1597972974994,0,501.80859963027325,334.3915540543203,0,672.7859644947711,261.6114864865016,0
8950,496,332,-3.5574091360031526,496,328,-3.567776341226661,492,328,-3.5703749820732527
8951,488,328,-3.565658742233971,488,324,-3.5707393641919243,484,324,-3.558162926753836
8952,668,52,-4.03795135924161,665.8359708362748,49.9978962736771,0,664,52,-4.01769216577229
8953,673.4252820515317,49.652927581886274,0,655.4869100882843,49.30795889041403,0,658.9365970042811,49.53793801816838,0
8954,416,248,-3.9681808036137505,416,252,-3.8821430178442435,420,252,-3.934389725764887
8955,420,256,-3.8543005125014895,420,260,-3.78382498601121,424,260,-3.823182629130482
8956,424,264,-3.754934648423414,424,268,-3.6980531050263696,428,268,-3.7278972892380464
8957,412,248,-3.917064884831845,416,252,-3.8821430178442435,416,248,-3.9681808036137505
8958,424,100,-3.8452422152884815,420,104,-3.795654591197884,424,104,-3.8408017337693896
8959,420,108,-3.8014567125560816,416,112,-3.7651143296681036,420,112,-3.813421519616601
8960,416,116,-3.79427515677802,412,120,-3.793912736184722,416,120,-3.840974423334733
8961,420,100,-3.8003797278468325,420,104,-3.795654591197884,424,100,-3.8452422152884815
8962,712,108,-3.4345439203954387,712,104,-3.49646715681655,708,104,-3.538897795751318
8963,708,100,-3.6017396857304473,708,96,-3.6594452570783806,704,96,-3.7035975359908457
8964,716,108,-3.401164035747854,712,104,-3.49646715681655,712,108,-3.4345439203954387
8965,716,112,-3.3481897673397443,712,112,-3.3756844147703875,716,116,-3.3026662205584967
8966,500,28,-3.810362550074056,496,32,-3.990000430159865,500,32,-3.8852931265988007
8967,500,32,-3.8852931265988007,496,32,-3.990000430159865,496,36,-4.049940222181622
8968,492,36,-4.144245970129366,488,36,-4.230339172875464,488,40,-4.261167664274751
8969,484,40,-4.334927893325714,480,40,-4.401423570883635,480,44,-4.4039397558169915
8970,416,256,-3.8050283516341765,420,260,-3.78382498601121,420,256,-3.8543005125014895
8971,416,108,-3.7526591224474073,416,112,-3.7651143296681036,420,108,-3.8014567125560816
8972,404,212,-4.53550283429703,404,216,-4.459941477916913,408,216,-4.548421651409766
8973,492,32,-4.088630220722493,488,36,-4.230339172875464,492,36,-4.144245970129366
8974,404,144,-4.1919714897571225,408,144,-4.2543845283842705,408,140,-4.160893380605809
8975,484,328,-3.553785671251718,488,328,-3.565658742233971,484,324,-3.558162926753836
8976,720,116,-3.2928235714365033,716,112,-3.3481897673397443,716,116,-3.3026662205584967
8977,492,332,-3.5607774139677324,496,332,-3.5574091360031526,492,328,-3.5703749820732527
8978,728,152,-3.388884699179576,728,148,-3.38668775461614,724,148,-3.390025115957666
8979,728,220,-3.0005137514510998,724,220,-3.056192538717642,724,224,-2.9767001820508696
8980,723.6204239545943,234.12781531550797,0,724,232,-2.824945271803428,720,232,-2.8905121115073
8981,728,224,-2.916197204075707,728,220,-3.0005137514510998,724,224,-2.9767001820508696
8982,404,228,-4.198546008913349,408,232,-4.191043691366816,408,228,-4.280020022346707
8983,408,228,-4.280020022346707,408,232,-4.191043691366816,412,232,-4.272274039005773
8984,412,240,-4.105335132330001,412,244,-4.008420016270029,416,244,-4.0614605692096575
8985,728,136,-3.3556031993565143,724,132,-3.285789868764066,724,136,-3.315873005019016
8986,724,136,-3.315873005019016,724,132,-3.285789868764066,720,132,-3.2603356957555905
8987,720,124,-3.249290590468494,720,120,-3.264697588003656,716,120,-3.2676282824108815
8988,408,128,-3.886008576757372,408,132,-3.973440361289724,412,128,-3.9354381278783244
8989,404,140,-4.101146668538582,404,144,-4.1919714897571225,408,140,-4.160893380605809
8990,408,128,-3.886008576757372,412,128,-3.9354381278783244,412,124,-3.8571153043396924
8991,669.6306264439032,49.82541192778169,0,658.9365970042811,49.53793801816838,0,662.386283920278,49.767917145922745,0
8992,508,28,-3.586620403262368,504,28,-3.6986540520572397,507.8839374681724,30.37668918949595,0
8993,436,80,-4.079556618467192,432,84,-4.015936453546651,436,84,-4.059572095924777
8994,428,92,-3.9292162055805306,424,96,-3.859055018412556,428,96,-3.9078334760284323
8995,400,176,-4.561511466350159,400,180,-4.599007110774406,404,176,-4.652655483447491
8996,404,176,-4.652655483447491,400,180,-4.599007110774406,404,180,-4.692298552355647
8997,404,180,-4.692298552355647,400,180,-4.599007110774406,404,184,-4.724551214907885
8998,404,184,-4.724551214907885,400,184,-4.62966518317261,404,188,-4.746355654422061
8999,404,188,-4.746355654422061,400,188,-4.650611343806972,404,192,-4.755242496854124
9000,404,192,-4.755242496854124,400,192,-4.659359204321113,404,196,-4.7495003756726994
9001,404,196,-4.7495003756726994,400,196,-4.652874063431987,404,200,-4.715822125705685
9002,404,200,-4.715822125705685,400,200,-4.618715929017074,404,204,-4.666397979745344
9003,404,204,-4.666397979745344,400,204,-4.5710165434072465,404,208,-4.60544496210889
9004,404,208,-4.60544496210889,400,208,-4.512251002879458,404,212,-4.53550283429703
9005,404,212,-4.53550283429703,400,212,-4.4448454592523365,404,216,-4.459941477916913
9006,400,176,-4.561511466350159,404,176,-4.652655483447491,404,172,-4.609932829588287
9007,400,176,-4.561511466350159,404,172,-4.609932829588287,400,172,-4.521063701845351
9008,404,172,-4.609932829588287,404,168,-4.566032975618473,400,172,-4.521063701845351
9009,404,168,-4.566032975618473,400,168,-4.480447898548577,400,172,-4.521063701845351
9010,404,164,-4.520064360176539,400,168,-4.480447898548577,404,168,-4.566032975618473
9011,400,164,-4.438664274258154,400,168,-4.480447898548577,404,164,-4.520064360176539
9012,724,124,-3.2629565864383445,720,120,-3.264697588003656,720,124,-3.249290590468494
9013,476,324,-3.5219814703260064,480,324,-3.5405847896389995,476,320,-3.5237665913875116
9014,476,320,-3.5237665913875116,480,324,-3.5405847896389995,480,320,-3.5429647865781204
9015,400,180,-4.599007110774406,400,184,-4.62966518317261,404,184,-4.724551214907885
9016,704,88,-3.7914069282644887,700,88,-3.830739383617968,704,92,-3.7525965260135266
9017,704,88,-3.7914069282644887,700,84,-3.8584420872025147,700,88,-3.830739383617968
9018,508.0905816122753,26.657094594794444,0,504,28,-3.6986540520572397,508,28,-3.586620403262368
9019,428,276,-3.6417793948895936,432,280,-3.6346868227891984,432,276,-3.6633069938885345
9020,428,276,-3.6417793948895936,432,276,-3.6633069938885345,428,272,-3.678659029437558
9021,712,100,-3.55753489730568,708,96,-3.6594452570783806,708,100,-3.6017396857304473
9022,412,116,-3.7476107699678693,412,120,-3.793912736184722,416,116,-3.79427515677802
9023,484,36,-4.307639619609471,480,40,-4.401423570883635,484,40,-4.334927893325714
9024,472,44,-4.516581960348068,468,48,-4.539896974911811,472,48,-4.493951930978157
9025,472,44,-4.516581960348068,472,48,-4.493951930978157,476,44,-4.462149997528745
9026,420,264,-3.7222576771929665,424,268,-3.6980531050263696,424,264,-3.754934648423414
9027,728,184,-3.4664043425505358,732,180,-3.4630968023843267,728,180,-3.4755800789336435
9028,728,180,-3.4755800789336435,732,180,-3.4630968023843267,728,176,-3.477544540576593
9029,728,176,-3.477544540576593,732,176,-3.4637447924285003,728,172,-3.469150867104909
9030,728,172,-3.469150867104909,732,172,-3.451106745868744,728,168,-3.4544617335477015
9031,728,168,-3.4544617335477015,732,168,-3.439718201505907,728,164,-3.428360895687045
9032,728,164,-3.428360895687045,732,164,-3.4161852176892435,728,160,-3.4093214862899197
9033,728,160,-3.4093214862899197,732,160,-3.4011497484861932,728,156,-3.396507374467269
9034,728,156,-3.396507374467269,732,156,-3.392324388262317,728,152,-3.388884699179576
9035,728,152,-3.388884699179576,732,152,-3.388322702280295,728,148,-3.38668775461614
9036,732,184,-3.4589340570592624,732,180,-3.4630968023843267,728,184,-3.4664043425505358
9037,732,184,-3.4589340570592624,728,184,-3.4664043425505358,728,188,-3.452439684059245
9038,732,184,-3.4589340570592624,728,188,-3.452439684059245,732,188,-3.4415285568185836
9039,728,188,-3.452439684059245,728,192,-3.4308336342797854,732,188,-3.4415285568185836
9040,728,192,-3.4308336342797854,732,192,-3.413972468152147,732,188,-3.4415285568185836
9041,728,196,-3.3994079282834897,732,192,-3.413972468152147,728,192,-3.4308336342797854
9042,732,196,-3.3753471971569193,732,192,-3.413972468152147,728,196,-3.3994079282834897
9043,732,196,-3.3753471971569193,728,196,-3.3994079282834897,728,200,-3.35686729472282
9044,464,312,-3.484719858771707,468,316,-3.4922946509459085,468,312,-3.4937232504393774
9045,408,240,-4.037357296301367,412,244,-4.008420016270029,412,240,-4.105335132330001
9046,424,92,-3.878977193270458,424,96,-3.859055018412556,428,92,-3.9292162055805306
9047,732,200,-3.325846852708226,732,196,-3.3753471971569193,728,200,-3.35686729472282
9048,733.6943259816808,231.69974662171498,0,714.6314036843665,238.673986486621,0,711.686724630343,240.53378378386557,0
9049,720.5207617924139,234.9543918921319,0,723.6204239545943,234.12781531550797,0,720,232,-2.8905121115073
9050,728,224,-2.916197204075707,724,224,-2.9767001820508696,724,228,-2.8989310453230615
9051,400,184,-4.62966518317261,400,188,-4.650611343806972,404,188,-4.746355654422061
9052,404,160,-4.471348806704098,400,164,-4.438664274258154,404,164,-4.520064360176539
9053,728,204,-3.302914392917975,732,200,-3.325846852708226,728,200,-3.35686729472282
9054,732,180,-3.4630968023843267,732,176,-3.4637447924285003,728,176,-3.477544540576593
9055,732,176,-3.4637447924285003,732,172,-3.451106745868744,728,172,-3.469150867104909
9056,728,204,-3.302914392917975,732,204,-3.2653479079366554,732,200,-3.325846852708226
9057,404,160,-4.471348806704098,400,160,-4.393625802122775,400,164,-4.438664274258154
9058,400,188,-4.650611343806972,400,192,-4.659359204321113,404,192,-4.755242496854124
9059,400,216,-4.371948779923022,404,220,-4.381554023638942,404,216,-4.459941477916913
9060,404,216,-4.459941477916913,404,220,-4.381554023638942,408,220,-4.468077064065086
9061,404,140,-4.101146668538582,408,140,-4.160893380605809,408,136,-4.065644442741502
9062,404,160,-4.471348806704098,404,156,-4.416642417862354,400,160,-4.393625802122775
9063,728,224,-2.916197204075707,724,228,-2.8989310453230615,728,228,-2.8347862254348573
9064,728,204,-3.302914392917975,728,208,-3.2382708977002728,732,204,-3.2653479079366554
9065,732,148,-3.3886503515222595,728,144,-3.3889452417979555,728,148,-3.38668775461614
9066,728,148,-3.38668775461614,728,144,-3.3889452417979555,724,144,-3.3923234061122653
9067,404,156,-4.416642417862354,400,156,-4.3423326458087965,400,160,-4.393625802122775
9068,732,172,-3.451106745868744,732,168,-3.439718201505907,728,168,-3.4544617335477015
9069,728,208,-3.2382708977002728,732,208,-3.194711846044075,732,204,-3.2653479079366554
9070,400,192,-4.659359204321113,400,196,-4.652874063431987,404,196,-4.7495003756726994
9071,452,300,-3.5090784351493363,452,304,-3.508508800562824,456,304,-3.4919136681578165
9072,456,304,-3.4919136681578165,456,308,-3.492023808605197,460,308,-3.484605995248837
9073,460,308,-3.484605995248837,460,312,-3.484586601250293,464,312,-3.484719858771707
9074,464,312,-3.484719858771707,464,316,-3.4827695759073953,468,316,-3.4922946509459085
9075,448,296,-3.5370120293747016,448,300,-3.5340137541155805,452,300,-3.5090784351493363
9076,444,296,-3.5672507351679346,448,300,-3.5340137541155805,448,296,-3.5370120293747016
9077,444,296,-3.5672507351679346,448,296,-3.5370120293747016,444,292,-3.5739463728924035
9078,444,296,-3.5672507351679346,444,292,-3.5739463728924035,440,292,-3.6061354183446492
9079,444,292,-3.5739463728924035,440,288,-3.617123202437113,440,292,-3.6061354183446492
9080,452,60,-4.406974781256676,452,64,-4.367286350850995,456,60,-4.444986755406905
9081,452,60,-4.406974781256676,448,64,-4.325926453493278,452,64,-4.367286350850995
9082,452,64,-4.367286350850995,448,64,-4.325926453493278,448,68,-4.288220270169656
9083,448,68,-4.288220270169656,444,68,-4.2454822325790875,444,72,-4.213387978665434
9084,444,72,-4.213387978665434,440,72,-4.170975382094933,440,76,-4.145725776718589
9085,440,76,-4.145725776718589,436,76,-4.101415525432464,436,80,-4.079556618467192
9086,436,80,-4.079556618467192,432,80,-4.034292873575699,432,84,-4.015936453546651
9087,452,60,-4.406974781256676,456,60,-4.444986755406905,456,56,-4.48165251443795
9088,456,60,-4.444986755406905,460,56,-4.498508490570232,456,56,-4.48165251443795
9089,684,68,-4.145828494190726,684,64,-4.169829345839058,680,64,-4.166541309470629
9090,680,64,-4.166541309470629,680,60,-4.155943284402103,676,60,-4.139357915270241
9091,676,60,-4.139357915270241,676,56,-4.116955361091609,672,56,-4.096537260439227
9092,672,56,-4.096537260439227,672,52,-4.059998571773967,668,52,-4.03795135924161
9093,668,52,-4.03795135924161,669.6306264439032,49.82541192778169,0,665.8359708362748,49.9978962736771,0
9094,688,68,-4.106258691936103,684,64,-4.169829345839058,684,68,-4.145828494190726
9095,688,68,-4.106258691936103,684,68,-4.145828494190726,688,72,-4.076749410981931
9096,688,68,-4.106258691936103,688,72,-4.076749410981931,692,72,-4.031544112245791
9097,688,72,-4.076749410981931,692,76,-4.000391515447717,692,72,-4.031544112245791
9098,468,316,-3.4922946509459085,472,320,-3.505372429196669,472,316,-3.507947958043115
9099,468,320,-3.487380292562447,472,320,-3.505372429196669,468,316,-3.4922946509459085
9100,400,196,-4.652874063431987,400,200,-4.618715929017074,404,200,-4.715822125705685
9101,408,124,-3.8091857416528874,408,128,-3.886008576757372,412,124,-3.8571153043396924
9102,404,136,-4.0084870469580345,404,140,-4.101146668538582,408,136,-4.065644442741502
9103,424,272,-3.6528973649920617,428,276,-3.6417793948895936,428,272,-3.678659029437558
9104,440,292,-3.6061354183446492,440,288,-3.617123202437113,436,288,-3.622514047430102
9105,684,64,-4.169829345839058,680,60,-4.155943284402103,680,64,-4.166541309470629
9106,456,56,-4.48165251443795,460,56,-4.498508490570232,460,52,-4.524155144828123
9107,692,72,-4.031544112245791,692,76,-4.000391515447717,696,76,-3.9482231456743255
9108,724,132,-3.285789868764066,724,128,-3.267735298304283,720,128,-3.2477867263335702
9109,728,132,-3.321465088563248,724,128,-3.267735298304283,724,132,-3.285789868764066
9110,404,156,-4.416642417862354,404,152,-4.3520770532434225,400,156,-4.3423326458087965
9111,440,288,-3.617123202437113,436,284,-3.6318363867753773,436,288,-3.622514047430102
9112,448,64,-4.325926453493278,444,68,-4.2454822325790875,448,68,-4.288220270169656
9113,428,84,-3.973640060971566,428,88,-3.9539121039125416,432,84,-4.015936453546651
9114,432,84,-4.015936453546651,428,88,-3.9539121039125416,432,88,-3.9981888219599577
9115,728,208,-3.2382708977002728,728,212,-3.164604732012324,732,208,-3.194711846044075
9116,476,40,-4.463149393946516,472,44,-4.516581960348068,476,44,-4.462149997528745
9117,460,52,-4.524155144828123,460,56,-4.498508490570232,464,52,-4.5337698774886634
9118,448,300,-3.5340137541155805,452,304,-3.508508800562824,452,300,-3.5090784351493363
9119,404,232,-4.111763457182444,408,236,-4.1113758466234245,408,232,-4.191043691366816
9120,408,232,-4.191043691366816,408,236,-4.1113758466234245,412,236,-4.190208594700148
9121,708,92,-3.709026293381808,704,88,-3.7914069282644887,704,92,-3.7525965260135266
9122,696,76,-3.9482231456743255,692,76,-4.000391515447717,696,80,-3.921369292065098
9123,732,168,-3.439718201505907,732,164,-3.4161852176892435,728,164,-3.428360895687045
9124,680,60,-4.155943284402103,676,56,-4.116955361091609,676,60,-4.139357915270241
9125,696,76,-3.9482231456743255,696,80,-3.921369292065098,700,80,-3.878091012834192
9126,444,68,-4.2454822325790875,440,72,-4.170975382094933,444,72,-4.213387978665434
9127,436,288,-3.622514047430102,436,284,-3.6318363867753773,432,284,-3.617771492408509
9128,488,332,-3.5568819542873613,492,332,-3.5607774139677324,488,328,-3.565658742233971
9129,488,328,-3.565658742233971,492,332,-3.5607774139677324,492,328,-3.5703749820732527
9130,496,332,-3.5574091360031526,498.58495098163104,336.6233108111412,0,500,332,-3.547931121558037
9131,484,328,-3.553785671251718,484,324,-3.558162926753836,480,324,-3.5405847896389995
9132,416,252,-3.8821430178442435,416,256,-3.8050283516341765,420,256,-3.8543005125014895
9133,420,260,-3.78382498601121,420,264,-3.7222576771929665,424,264,-3.754934648423414
9134,424,268,-3.6980531050263696,424,272,-3.6528973649920617,428,272,-3.678659029437558
9135,412,252,-3.8330464997173515,416,256,-3.8050283516341765,416,252,-3.8821430178442435
9136,412,248,-3.917064884831845,416,248,-3.9681808036137505,412,244,-4.008420016270029
9137,452,304,-3.508508800562824,456,308,-3.492023808605197,456,304,-3.4919136681578165
9138,720,112,-3.3315821227544444,716,108,-3.401164035747854,716,112,-3.3481897673397443
9139,716,112,-3.3481897673397443,716,108,-3.401164035747854,712,108,-3.4345439203954387
9140,712,104,-3.49646715681655,712,100,-3.55753489730568,708,100,-3.6017396857304473
9141,708,96,-3.6594452570783806,708,92,-3.709026293381808,704,92,-3.7525965260135266
9142,720,116,-3.2928235714365033,716,116,-3.3026662205584967,720,120,-3.264697588003656
9143,420,104,-3.795654591197884,416,108,-3.7526591224474073,420,108,-3.8014567125560816
9144,416,112,-3.7651143296681036,412,116,-3.7476107699678693,416,116,-3.79427515677802
9145,412,120,-3.793912736184722,408,124,-3.8091857416528874,412,124,-3.8571153043396924
9146,416,104,-3.7531954461335704,416,108,-3.7526591224474073,420,104,-3.795654591197884
9147,420,100,-3.8003797278468325,424,100,-3.8452422152884815,424,96,-3.859055018412556
9148,496,32,-3.990000430159865,492,32,-4.088630220722493,492,36,-4.144245970129366
9149,488,36,-4.230339172875464,484,36,-4.307639619609471,484,40,-4.334927893325714
9150,480,40,-4.401423570883635,476,40,-4.463149393946516,476,44,-4.462149997528745
9151,496,28,-3.9189786319089177,492,32,-4.088630220722493,496,32,-3.990000430159865
9152,460,52,-4.524155144828123,464,52,-4.5337698774886634,464,48,-4.543960004014313
9153,732,144,-3.3917452698116497,728,140,-3.396421870550189,728,144,-3.3889452417979555
9154,728,144,-3.3889452417979555,728,140,-3.396421870550189,724,140,-3.356182880996855
9155,400,220,-4.296054570032912,404,224,-4.293197998708656,404,220,-4.381554023638942
