triangle_id,point_1_x,point_1_y,point_1_z,point_2_x,point_2_y,point_2_z,point_3_x,point_3_y,point_3_z
2455,532,256,-3.672845008213622,536,256,-3.67144672994229,532,252,-3.7612872628278895
2456,544,260,-3.5844714262012753,548,260,-3.5865900460016467,544,256,-3.67547748357237
2457,592,260,-3.455156540413706,596,256,-3.4944982395333777,592,256,-3.509810728735124
2458,592,256,-3.509810728735124,596,256,-3.4944982395333777,596,252,-3.54594509057035
2459,488,208,-5.1325989206785145,492,212,-5.010803590220579,492,208,-5.097158353255618
2460,492,208,-5.097158353255618,492,212,-5.010803590220579,496,212,-4.969750082844969
2461,640,216,-3.3304858987347266,640,212,-3.336394812182059,636,216,-3.347846759380689
2462,644,204,-3.3760441434876376,644,200,-3.4219226519045476,640,204,-3.381964452819543
2463,588,104,-3.381593623366918,588,108,-3.427866782725143,592,108,-3.4775789296197934
2464,552,104,-3.1487166199307874,548,104,-3.1499893093160756,548,108,-3.1790645780422877
2465,644,204,-3.3760441434876376,640,204,-3.381964452819543,640,208,-3.352686492382377
2466,544,260,-3.5844714262012753,544,256,-3.67547748357237,540,256,-3.6726406944561694
2467,488,196,-5.31682175551794,488,200,-5.267091118541792,492,200,-5.23750507667437
2468,644,168,-4.161297890536819,644,164,-4.2583721455914585,640,164,-4.247600599321796
2469,580,260,-3.4929267199839567,584,260,-3.4774257888100863,584,256,-3.545838174972447
2470,488,160,-4.992989895206444,492,160,-4.985780213411278,492,156,-4.9024475091529505
2471,628,232,-3.405180001451752,632,228,-3.379639052679859,628,228,-3.4085128244251712
2472,496,224,-4.662354688961158,500,228,-4.510372320840605,500,224,-4.6191523787603845
2473,636,140,-4.389593650302004,632,136,-4.324486689117378,632,140,-4.3680893486679695
2474,616,120,-3.9602680315134546,612,116,-3.8542248513296005,612,120,-3.9137889167462334
2475,524,112,-3.3943289363800995,520,116,-3.5083440880093253,524,116,-3.4507502536845664
2476,516,244,-3.9798683813772167,520,248,-3.872981733603964,520,244,-3.9612560714142377
2477,504,132,-4.138476154106005,500,136,-4.306999660884648,504,136,-4.2583193211728885
2478,608,252,-3.482444524016342,612,248,-3.4872509317271563,608,248,-3.5144242030814574
2479,584,260,-3.4774257888100863,588,260,-3.464727500462292,588,256,-3.5266352518646094
2480,592,104,-3.4321351695467737,588,104,-3.381593623366918,592,108,-3.4775789296197934
2481,644,164,-4.2583721455914585,644,160,-4.351993765424347,640,160,-4.34048754128197
2482,488,200,-5.267091118541792,488,204,-5.205634418732512,492,204,-5.1730350315544085
2483,644,208,-3.345027501949073,644,204,-3.3760441434876376,640,208,-3.352686492382377
2484,540,260,-3.5833689353598097,544,260,-3.5844714262012753,540,256,-3.6726406944561694
2485,488,156,-4.9096111619204175,488,160,-4.992989895206444,492,156,-4.9024475091529505
2486,548,104,-3.1499893093160756,544,104,-3.157448561952592,544,108,-3.1846572155447634
2487,528,252,-3.7645907523367335,532,256,-3.672845008213622,532,252,-3.7612872628278895
2488,536,256,-3.67144672994229,540,260,-3.5833689353598097,540,256,-3.6726406944561694
2489,528,256,-3.6780826209249122,532,256,-3.672845008213622,528,252,-3.7645907523367335
2490,492,144,-4.601833417867032,492,148,-4.710818711189869,496,144,-4.579868548296357
2491,496,144,-4.579868548296357,492,148,-4.710818711189869,496,148,-4.689568112185873
2492,492,152,-4.811243093559394,488,156,-4.9096111619204175,492,156,-4.9024475091529505
2493,640,220,-3.331623428527152,640,216,-3.3304858987347266,636,220,-3.349641238044959
2494,636,220,-3.349641238044959,640,216,-3.3304858987347266,636,216,-3.347846759380689
2495,640,212,-3.336394812182059,644,208,-3.345027501949073,640,208,-3.352686492382377
2496,536,104,-3.2013978749860623,532,108,-3.260905122622406,536,108,-3.22597951304083
2497,536,108,-3.22597951304083,532,108,-3.260905122622406,532,112,-3.300526200593175
2498,528,112,-3.343578513592544,524,112,-3.3943289363800995,524,116,-3.4507502536845664
2499,492,212,-5.010803590220579,492,216,-4.915482085484208,496,216,-4.87316756170631
2500,496,220,-4.7700439485770145,496,224,-4.662354688961158,500,224,-4.6191523787603845
2501,488,212,-5.048700823853672,492,216,-4.915482085484208,492,212,-5.010803590220579
2502,604,108,-3.6421304456253245,600,108,-3.5850693786497714,604,112,-3.692449037403585
2503,604,112,-3.692449037403585,600,108,-3.5850693786497714,600,112,-3.638100278790842
2504,596,108,-3.529419846785885,592,104,-3.4321351695467737,592,108,-3.4775789296197934
2505,644,152,-4.468768395009606,640,148,-4.4677130075653375,640,152,-4.481740188786183
2506,640,152,-4.481740188786183,640,148,-4.4677130075653375,636,148,-4.448323749666711
2507,636,144,-4.423773402267435,636,140,-4.389593650302004,632,140,-4.3680893486679695
2508,596,260,-3.4476131855046708,600,256,-3.480266275839856,596,256,-3.4944982395333777
2509,596,256,-3.4944982395333777,600,256,-3.480266275839856,600,252,-3.523579516168798
2510,604,252,-3.5027650704936315,608,252,-3.482444524016342,608,248,-3.5144242030814574
2511,492,220,-4.812711703963676,496,224,-4.662354688961158,496,220,-4.7700439485770145
2512,632,228,-3.379639052679859,636,224,-3.354147849370042,632,224,-3.377407772261824
2513,528,108,-3.3042245819513205,524,112,-3.3943289363800995,528,112,-3.343578513592544
2514,604,256,-3.4671136542646144,608,252,-3.482444524016342,604,252,-3.5027650704936315
2515,500,136,-4.306999660884648,496,140,-4.463492091003816,500,140,-4.427409337516204
2516,520,248,-3.872981733603964,524,252,-3.7728255755831195,524,248,-3.8601610055968716
2517,612,116,-3.8542248513296005,608,112,-3.747017000874749,608,116,-3.8034249172154255
2518,640,144,-4.443996520685946,636,140,-4.389593650302004,636,144,-4.423773402267435
2519,568,104,-3.1957635455339264,564,100,-3.151453224458291,564,104,-3.176867121453745
2520,564,104,-3.176867121453745,564,100,-3.151453224458291,560,104,-3.1625336642755175
2521,560,104,-3.1625336642755175,560,100,-3.1399121755543615,556,104,-3.15299082692869
2522,556,104,-3.15299082692869,556,100,-3.1332737384090827,552,104,-3.1487166199307874
2523,552,104,-3.1487166199307874,552,100,-3.1317430428915958,548,104,-3.1499893093160756
2524,548,104,-3.1499893093160756,548,100,-3.1353750101503484,544,104,-3.157448561952592
2525,568,100,-3.167832600249497,564,100,-3.151453224458291,568,104,-3.1957635455339264
2526,568,100,-3.167832600249497,568,104,-3.1957635455339264,572,104,-3.219216077509101
2527,568,100,-3.167832600249497,572,104,-3.219216077509101,572,100,-3.189270624068422
2528,572,104,-3.219216077509101,576,104,-3.2501923209199086,572,100,-3.189270624068422
2529,576,104,-3.2501923209199086,576,100,-3.2192963658866542,572,100,-3.189270624068422
2530,508,236,-4.223494756520255,508,240,-4.12549614602731,512,240,-4.095801526605512
2531,512,240,-4.095801526605512,512,244,-4.003564880984241,516,244,-3.9798683813772167
2532,516,244,-3.9798683813772167,516,248,-3.890894995157498,520,248,-3.872981733603964
2533,520,248,-3.872981733603964,520,252,-3.785855987123665,524,252,-3.7728255755831195
2534,504,236,-4.258675311858208,508,240,-4.12549614602731,508,236,-4.223494756520255
2535,504,236,-4.258675311858208,508,236,-4.223494756520255,504,232,-4.362583662065503
2536,504,236,-4.258675311858208,504,232,-4.362583662065503,500,232,-4.402137684667657
2537,644,184,-3.744260464904152,648,180,-3.854963954135305,644,180,-3.8480968862288627
2538,644,180,-3.8480968862288627,648,180,-3.854963954135305,644,176,-3.9543731983519255
2539,644,176,-3.9543731983519255,648,176,-3.961440425918839,644,172,-4.059632645353701
2540,644,172,-4.059632645353701,648,172,-4.066685653934643,644,168,-4.161297890536819
2541,644,168,-4.161297890536819,648,168,-4.168176880816471,644,164,-4.2583721455914585
2542,644,164,-4.2583721455914585,648,164,-4.2649977071268035,644,160,-4.351993765424347
2543,648,184,-3.750684071720554,648,180,-3.854963954135305,644,184,-3.744260464904152
2544,648,184,-3.750684071720554,644,184,-3.744260464904152,644,188,-3.6465872738131146
2545,648,184,-3.750684071720554,644,188,-3.6465872738131146,648,188,-3.652322065208349
2546,644,188,-3.6465872738131146,644,192,-3.5585620063415835,648,188,-3.652322065208349
2547,644,192,-3.5585620063415835,648,192,-3.563387270659022,648,188,-3.652322065208349
2548,620,240,-3.4597628338655086,624,240,-3.420599845711677,624,236,-3.4336996445354595
2549,624,236,-3.4336996445354595,628,236,-3.3969322179442587,628,232,-3.405180001451752
2550,628,232,-3.405180001451752,632,232,-3.377761286091397,632,228,-3.379639052679859
2551,632,228,-3.379639052679859,636,228,-3.3577840777755297,636,224,-3.354147849370042
2552,620,244,-3.441886952303198,624,240,-3.420599845711677,620,240,-3.4597628338655086
2553,620,244,-3.441886952303198,620,240,-3.4597628338655086,616,244,-3.4786185358820685
2554,620,244,-3.441886952303198,616,244,-3.4786185358820685,616,248,-3.4585250523781195
2555,488,180,-5.374218760513377,484,184,-5.412342099051225,488,184,-5.403870197857388
2556,488,184,-5.403870197857388,484,184,-5.412342099051225,488,188,-5.383826270136799
2557,488,188,-5.383826270136799,484,188,-5.395691522858594,488,192,-5.355354176348228
2558,488,192,-5.355354176348228,484,192,-5.370928722238012,488,196,-5.31682175551794
2559,488,196,-5.31682175551794,484,196,-5.336305603053953,488,200,-5.267091118541792
2560,488,200,-5.267091118541792,484,200,-5.290555501653369,488,204,-5.205634418732512
2561,484,180,-5.374484423077735,484,184,-5.412342099051225,488,180,-5.374218760513377
2562,484,180,-5.374484423077735,488,180,-5.374218760513377,488,176,-5.301696459024394
2563,484,180,-5.374484423077735,488,176,-5.301696459024394,484,176,-5.300087176302117
2564,488,176,-5.301696459024394,488,172,-5.226326672944716,484,176,-5.300087176302117
2565,488,172,-5.226326672944716,484,172,-5.223330649817095,484,176,-5.300087176302117
2566,576,104,-3.2501923209199086,580,104,-3.2894839152414788,576,100,-3.2192963658866542
2567,560,260,-3.5684144700439675,564,264,-3.472251110137476,564,260,-3.554508511998094
2568,564,260,-3.554508511998094,564,264,-3.472251110137476,568,260,-3.539428385778252
2569,568,260,-3.539428385778252,568,264,-3.4590315997416274,572,260,-3.524147374771287
2570,572,260,-3.524147374771287,572,264,-3.446428269560449,576,260,-3.5102529039907733
2571,576,260,-3.5102529039907733,576,264,-3.4362068162097517,580,260,-3.4929267199839567
2572,580,260,-3.4929267199839567,580,264,-3.42582180765919,584,260,-3.4774257888100863
2573,584,260,-3.4774257888100863,584,264,-3.4159348975279102,588,260,-3.464727500462292
2574,560,264,-3.485736661720959,564,264,-3.472251110137476,560,260,-3.5684144700439675
2575,560,264,-3.485736661720959,560,260,-3.5684144700439675,556,260,-3.5794500868964483
2576,560,264,-3.485736661720959,556,260,-3.5794500868964483,556,264,-3.4953772956568354
2577,556,260,-3.5794500868964483,552,260,-3.585339261843397,556,264,-3.4953772956568354
2578,644,192,-3.5585620063415835,644,196,-3.4830330864902046,648,192,-3.563387270659022
2579,628,128,-4.1920781103198514,624,124,-4.102739586170583,624,128,-4.159223913598083
2580,624,128,-4.159223913598083,624,124,-4.102739586170583,620,124,-4.062573112611677
2581,620,124,-4.062573112611677,620,120,-4.006451868148816,616,120,-3.9602680315134546
2582,616,120,-3.9602680315134546,616,116,-3.904548325657944,612,116,-3.8542248513296005
2583,612,116,-3.8542248513296005,612,112,-3.8012983246133825,608,112,-3.747017000874749
2584,628,128,-4.1920781103198514,624,128,-4.159223913598083,628,132,-4.245336470736809
2585,628,128,-4.1920781103198514,628,132,-4.245336470736809,632,132,-4.27500271960362
2586,512,120,-3.707314349032352,508,124,-3.8609982622023544,512,124,-3.799222512874308
2587,512,124,-3.799222512874308,508,124,-3.8609982622023544,508,128,-3.966374171837455
2588,508,128,-3.966374171837455,504,128,-4.023639761486899,504,132,-4.138476154106005
2589,504,132,-4.138476154106005,500,132,-4.187286444112674,500,136,-4.306999660884648
2590,500,136,-4.306999660884648,496,136,-4.34380272180547,496,140,-4.463492091003816
2591,512,120,-3.707314349032352,512,124,-3.799222512874308,516,120,-3.644609178702495
2592,512,120,-3.707314349032352,516,120,-3.644609178702495,516,116,-3.5691631979785967
2593,488,172,-5.226326672944716,488,168,-5.149573747439934,484,172,-5.223330649817095
2594,564,264,-3.472251110137476,568,264,-3.4590315997416274,568,260,-3.539428385778252
2595,500,232,-4.402137684667657,504,232,-4.362583662065503,500,228,-4.510372320840605
2596,616,248,-3.4585250523781195,616,244,-3.4786185358820685,612,248,-3.4872509317271563
2597,648,192,-3.563387270659022,644,196,-3.4830330864902046,648,196,-3.486777893720858
2598,648,160,-4.358417532063907,644,156,-4.444162776975968,644,160,-4.351993765424347
2599,644,160,-4.351993765424347,644,156,-4.444162776975968,640,156,-4.431794799448551
2600,484,172,-5.223330649817095,488,168,-5.149573747439934,484,168,-5.145671570017809
2601,596,104,-3.485798606543931,592,104,-3.4321351695467737,596,108,-3.529419846785885
2602,576,100,-3.2192963658866542,580,104,-3.2894839152414788,580,100,-3.258114794921267
2603,508,240,-4.12549614602731,512,244,-4.003564880984241,512,240,-4.095801526605512
2604,544,100,-3.144547717181203,540,104,-3.174547319956084,544,104,-3.157448561952592
2605,544,104,-3.157448561952592,540,104,-3.174547319956084,540,108,-3.2003156384010243
2606,644,212,-3.327351971889425,644,208,-3.345027501949073,640,212,-3.336394812182059
2607,648,196,-3.486777893720858,644,196,-3.4830330864902046,644,200,-3.4219226519045476
2608,588,264,-3.4095903297574734,592,260,-3.455156540413706,588,260,-3.464727500462292
2609,588,260,-3.464727500462292,592,260,-3.455156540413706,592,256,-3.509810728735124
2610,516,116,-3.5691631979785967,516,120,-3.644609178702495,520,116,-3.5083440880093253
2611,624,124,-4.102739586170583,620,120,-4.006451868148816,620,124,-4.062573112611677
2612,484,184,-5.412342099051225,484,188,-5.395691522858594,488,188,-5.383826270136799
2613,508,124,-3.8609982622023544,504,128,-4.023639761486899,508,128,-3.966374171837455
2614,556,264,-3.4953772956568354,552,260,-3.585339261843397,552,264,-3.4999923318025226
2615,536,260,-3.5843814722761143,540,260,-3.5833689353598097,536,256,-3.67144672994229
2616,552,264,-3.4999923318025226,552,260,-3.585339261843397,548,260,-3.5865900460016467
2617,632,132,-4.27500271960362,628,132,-4.245336470736809,632,136,-4.324486689117378
2618,484,204,-5.233016260056959,488,208,-5.1325989206785145,488,204,-5.205634418732512
2619,488,204,-5.205634418732512,488,208,-5.1325989206785145,492,208,-5.097158353255618
2620,580,104,-3.2894839152414788,584,104,-3.3338949976688457,580,100,-3.258114794921267
2621,624,240,-3.420599845711677,628,236,-3.3969322179442587,624,236,-3.4336996445354595
2622,564,100,-3.151453224458291,560,100,-3.1399121755543615,560,104,-3.1625336642755175
2623,488,152,-4.81862681517075,488,156,-4.9096111619204175,492,152,-4.811243093559394
2624,484,168,-5.145671570017809,488,168,-5.149573747439934,488,164,-5.072051039322544
2625,648,180,-3.854963954135305,648,176,-3.961440425918839,644,176,-3.9543731983519255
2626,568,264,-3.4590315997416274,572,264,-3.446428269560449,572,260,-3.524147374771287
2627,484,188,-5.395691522858594,484,192,-5.370928722238012,488,192,-5.355354176348228
2628,648,196,-3.486777893720858,644,200,-3.4219226519045476,648,200,-3.4244880620106346
2629,572,264,-3.446428269560449,576,264,-3.4362068162097517,576,260,-3.5102529039907733
2630,552,264,-3.4999923318025226,548,260,-3.5865900460016467,548,264,-3.5002698706044826
2631,560,100,-3.1399121755543615,556,100,-3.1332737384090827,556,104,-3.15299082692869
2632,580,100,-3.258114794921267,584,104,-3.3338949976688457,584,100,-3.3017596178266206
2633,648,176,-3.961440425918839,648,172,-4.066685653934643,644,172,-4.059632645353701
2634,484,168,-5.145671570017809,488,164,-5.072051039322544,484,164,-5.0676656767147295
2635,628,236,-3.3969322179442587,632,232,-3.377761286091397,628,232,-3.405180001451752
2636,512,244,-4.003564880984241,516,248,-3.890894995157498,516,244,-3.9798683813772167
2637,636,136,-4.346882263583827,632,132,-4.27500271960362,632,136,-4.324486689117378
2638,496,228,-4.552487553190722,500,232,-4.402137684667657,500,228,-4.510372320840605
2639,612,252,-3.4623148624365494,616,248,-3.4585250523781195,612,248,-3.4872509317271563
2640,504,128,-4.023639761486899,500,132,-4.187286444112674,504,132,-4.138476154106005
2641,520,112,-3.4510260229364484,516,116,-3.5691631979785967,520,116,-3.5083440880093253
2642,620,120,-4.006451868148816,616,116,-3.904548325657944,616,120,-3.9602680315134546
2643,556,100,-3.1332737384090827,552,100,-3.1317430428915958,552,104,-3.1487166199307874
2644,488,216,-4.954852462158668,492,220,-4.812711703963676,492,216,-4.915482085484208
2645,492,216,-4.915482085484208,492,220,-4.812711703963676,496,220,-4.7700439485770145
2646,496,224,-4.662354688961158,496,228,-4.552487553190722,500,228,-4.510372320840605
2647,608,112,-3.747017000874749,604,108,-3.6421304456253245,604,112,-3.692449037403585
2648,600,108,-3.5850693786497714,596,104,-3.485798606543931,596,108,-3.529419846785885
2649,608,108,-3.6994513684956307,604,108,-3.6421304456253245,608,112,-3.747017000874749
2650,524,256,-3.687553305276517,528,256,-3.6780826209249122,524,252,-3.7728255755831195
2651,524,252,-3.7728255755831195,528,256,-3.6780826209249122,528,252,-3.7645907523367335
2652,532,256,-3.672845008213622,536,260,-3.5843814722761143,536,256,-3.67144672994229
2653,640,224,-3.3361037140097003,640,220,-3.331623428527152,636,224,-3.354147849370042
2654,636,224,-3.354147849370042,640,220,-3.331623428527152,636,220,-3.349641238044959
2655,640,216,-3.3304858987347266,644,212,-3.327351971889425,640,212,-3.336394812182059
2656,532,104,-3.237246921444669,528,108,-3.3042245819513205,532,108,-3.260905122622406
2657,532,108,-3.260905122622406,528,108,-3.3042245819513205,528,112,-3.343578513592544
2658,524,112,-3.3943289363800995,520,112,-3.4510260229364484,520,116,-3.5083440880093253
2659,584,100,-3.3017596178266206,584,104,-3.3338949976688457,588,104,-3.381593623366918
2660,484,164,-5.0676656767147295,488,164,-5.072051039322544,488,160,-4.992989895206444
2661,496,140,-4.463492091003816,492,144,-4.601833417867032,496,144,-4.579868548296357
2662,492,148,-4.710818711189869,488,152,-4.81862681517075,492,152,-4.811243093559394
2663,492,140,-4.486497552370343,492,144,-4.601833417867032,496,140,-4.463492091003816
2664,600,260,-3.441240019120268,604,256,-3.4671136542646144,600,256,-3.480266275839856
2665,600,256,-3.480266275839856,604,256,-3.4671136542646144,604,252,-3.5027650704936315
2666,608,252,-3.482444524016342,612,252,-3.4623148624365494,612,248,-3.4872509317271563
2667,576,264,-3.4362068162097517,580,264,-3.42582180765919,580,260,-3.4929267199839567
2668,648,200,-3.4244880620106346,644,200,-3.4219226519045476,644,204,-3.3760441434876376
2669,648,172,-4.066685653934643,648,168,-4.168176880816471,644,168,-4.161297890536819
2670,548,264,-3.5002698706044826,548,260,-3.5865900460016467,544,260,-3.5844714262012753
2671,640,148,-4.4677130075653375,640,144,-4.443996520685946,636,144,-4.423773402267435
2672,636,140,-4.389593650302004,636,136,-4.346882263583827,632,136,-4.324486689117378
2673,644,148,-4.464736705296679,640,144,-4.443996520685946,640,148,-4.4677130075653375
2674,484,192,-5.370928722238012,484,196,-5.336305603053953,488,196,-5.31682175551794
2675,600,104,-3.5434989564438397,596,104,-3.485798606543931,600,108,-3.5850693786497714
2676,588,100,-3.349147385930968,584,100,-3.3017596178266206,588,104,-3.381593623366918
2677,532,260,-3.588272632826241,536,260,-3.5843814722761143,532,256,-3.672845008213622
2678,544,264,-3.4989204423471305,548,264,-3.5002698706044826,544,260,-3.5844714262012753
2679,484,208,-5.163500857433261,488,212,-5.048700823853672,488,208,-5.1325989206785145
2680,488,208,-5.1325989206785145,488,212,-5.048700823853672,492,212,-5.010803590220579
2681,488,148,-4.718801843227819,488,152,-4.81862681517075,492,148,-4.710818711189869
2682,484,160,-4.988422873448001,484,164,-5.0676656767147295,488,160,-4.992989895206444
2683,592,264,-3.406555805288804,596,260,-3.4476131855046708,592,260,-3.455156540413706
2684,592,260,-3.455156540413706,596,260,-3.4476131855046708,596,256,-3.4944982395333777
2685,648,156,-4.445019305120798,644,152,-4.468768395009606,644,156,-4.444162776975968
2686,644,156,-4.444162776975968,644,152,-4.468768395009606,640,152,-4.481740188786183
2687,644,216,-3.320486514470714,644,212,-3.327351971889425,640,216,-3.3304858987347266
2688,648,204,-3.377421123100394,648,200,-3.4244880620106346,644,204,-3.3760441434876376
2689,540,100,-3.1630575736319364,536,104,-3.2013978749860623,540,104,-3.174547319956084
2690,540,104,-3.174547319956084,536,104,-3.2013978749860623,536,108,-3.22597951304083
2691,524,108,-3.3549475430636955,520,112,-3.4510260229364484,524,112,-3.3943289363800995
2692,608,256,-3.4544159784225434,612,252,-3.4623148624365494,608,252,-3.482444524016342
2693,500,132,-4.187286444112674,496,136,-4.34380272180547,500,136,-4.306999660884648
2694,640,140,-4.410306714683216,636,136,-4.346882263583827,636,140,-4.389593650302004
2695,492,224,-4.704792436977938,496,228,-4.552487553190722,496,224,-4.662354688961158
2696,632,232,-3.377761286091397,636,228,-3.3577840777755297,632,228,-3.379639052679859
2697,616,116,-3.904548325657944,612,112,-3.8012983246133825,612,116,-3.8542248513296005
2698,516,248,-3.890894995157498,520,252,-3.785855987123665,520,248,-3.872981733603964
2699,484,196,-5.336305603053953,484,200,-5.290555501653369,488,200,-5.267091118541792
2700,552,100,-3.1317430428915958,548,100,-3.1353750101503484,548,104,-3.1499893093160756
2701,648,168,-4.168176880816471,648,164,-4.2649977071268035,644,164,-4.2583721455914585
2702,588,100,-3.349147385930968,588,104,-3.381593623366918,592,104,-3.4321351695467737
2703,544,264,-3.4989204423471305,544,260,-3.5844714262012753,540,260,-3.5833689353598097
2704,580,264,-3.42582180765919,584,264,-3.4159348975279102,584,260,-3.4774257888100863
2705,484,160,-4.988422873448001,488,160,-4.992989895206444,488,156,-4.9096111619204175
2706,648,204,-3.377421123100394,644,204,-3.3760441434876376,644,208,-3.345027501949073
2707,548,100,-3.1353750101503484,544,100,-3.144547717181203,544,104,-3.157448561952592
2708,592,100,-3.399795310287493,588,100,-3.349147385930968,592,104,-3.4321351695467737
2709,648,208,-3.3453092097672315,648,204,-3.377421123100394,644,208,-3.345027501949073
2710,648,164,-4.2649977071268035,648,160,-4.358417532063907,644,160,-4.351993765424347
2711,620,244,-3.441886952303198,624,244,-3.407066486164965,624,240,-3.420599845711677
2712,624,240,-3.420599845711677,628,240,-3.3852036309662368,628,236,-3.3969322179442587
2713,628,236,-3.3969322179442587,632,236,-3.3705543107973743,632,232,-3.377761286091397
2714,632,232,-3.377761286091397,636,232,-3.3576933770633413,636,228,-3.3577840777755297
2715,620,248,-3.42707077933341,624,244,-3.407066486164965,620,244,-3.441886952303198
2716,620,248,-3.42707077933341,620,244,-3.441886952303198,616,248,-3.4585250523781195
2717,508,240,-4.12549614602731,508,244,-4.0316062666773576,512,244,-4.003564880984241
2718,512,244,-4.003564880984241,512,248,-3.9132211126696212,516,248,-3.890894995157498
2719,516,248,-3.890894995157498,516,252,-3.8029499343888675,520,252,-3.785855987123665
2720,504,240,-4.158994926604018,508,244,-4.0316062666773576,508,240,-4.12549614602731
2721,504,240,-4.158994926604018,508,240,-4.12549614602731,504,236,-4.258675311858208
2722,504,240,-4.158994926604018,504,236,-4.258675311858208,500,236,-4.296649394761052
2723,624,244,-3.407066486164965,628,240,-3.3852036309662368,624,240,-3.420599845711677
2724,500,236,-4.296649394761052,504,236,-4.258675311858208,500,232,-4.402137684667657
2725,540,264,-3.499980847009756,544,264,-3.4989204423471305,540,260,-3.5833689353598097
2726,584,264,-3.4159348975279102,588,264,-3.4095903297574734,588,260,-3.464727500462292
2727,484,200,-5.290555501653369,484,204,-5.233016260056959,488,204,-5.205634418732512
2728,512,120,-3.707314349032352,508,120,-3.767682138570272,508,124,-3.8609982622023544
2729,508,124,-3.8609982622023544,504,124,-3.917587130866314,504,128,-4.023639761486899
2730,504,128,-4.023639761486899,500,128,-4.072602547724554,500,132,-4.187286444112674
2731,500,132,-4.187286444112674,496,132,-4.224971342856966,496,136,-4.34380272180547
2732,512,116,-3.629993607445887,508,120,-3.767682138570272,512,120,-3.707314349032352
2733,512,116,-3.629993607445887,512,120,-3.707314349032352,516,116,-3.5691631979785967
2734,628,124,-4.137777492153877,624,120,-4.0474820646361955,624,124,-4.102739586170583
2735,624,124,-4.102739586170583,624,120,-4.0474820646361955,620,120,-4.006451868148816
2736,620,120,-4.006451868148816,620,116,-3.9539100137358227,616,116,-3.904548325657944
2737,616,116,-3.904548325657944,616,112,-3.8547248411471515,612,112,-3.8012983246133825
2738,628,124,-4.137777492153877,624,124,-4.102739586170583,628,128,-4.1920781103198514
2739,628,124,-4.137777492153877,628,128,-4.1920781103198514,632,128,-4.222271074844078
2740,632,128,-4.222271074844078,628,128,-4.1920781103198514,632,132,-4.27500271960362
2741,484,156,-4.90505030234125,484,160,-4.988422873448001,488,156,-4.9096111619204175
2742,508,120,-3.767682138570272,504,124,-3.917587130866314,508,124,-3.8609982622023544
2743,604,104,-3.602353540849032,600,104,-3.5434989564438397,604,108,-3.6421304456253245
2744,604,108,-3.6421304456253245,600,104,-3.5434989564438397,600,108,-3.5850693786497714
2745,596,104,-3.485798606543931,592,100,-3.399795310287493,592,104,-3.4321351695467737
2746,604,260,-3.4353728686872027,608,256,-3.4544159784225434,604,256,-3.4671136542646144
2747,604,256,-3.4671136542646144,608,256,-3.4544159784225434,608,252,-3.482444524016342
2748,616,252,-3.4421781437374364,620,248,-3.42707077933341,616,248,-3.4585250523781195
2749,600,260,-3.441240019120268,600,256,-3.480266275839856,596,260,-3.4476131855046708
2750,528,260,-3.595667918483305,532,260,-3.588272632826241,528,256,-3.6780826209249122
2751,528,256,-3.6780826209249122,532,260,-3.588272632826241,532,256,-3.672845008213622
2752,536,260,-3.5843814722761143,540,264,-3.499980847009756,540,260,-3.5833689353598097
2753,648,152,-4.4476744556969,644,148,-4.464736705296679,644,152,-4.468768395009606
2754,644,152,-4.468768395009606,644,148,-4.464736705296679,640,148,-4.4677130075653375
2755,640,144,-4.443996520685946,640,140,-4.410306714683216,636,140,-4.389593650302004
2756,492,144,-4.601833417867032,488,148,-4.718801843227819,492,148,-4.710818711189869
2757,488,152,-4.81862681517075,484,156,-4.90505030234125,488,156,-4.9096111619204175
2758,488,144,-4.610859865310246,488,148,-4.718801843227819,492,144,-4.601833417867032
2759,612,108,-3.756373185887754,608,108,-3.6994513684956307,612,112,-3.8012983246133825
2760,612,112,-3.8012983246133825,608,108,-3.6994513684956307,608,112,-3.747017000874749
2761,528,104,-3.2812299464829104,524,108,-3.3549475430636955,528,108,-3.3042245819513205
2762,528,108,-3.3042245819513205,524,108,-3.3549475430636955,524,112,-3.3943289363800995
2763,516,112,-3.509867686154387,512,116,-3.629993607445887,516,116,-3.5691631979785967
2764,532,104,-3.237246921444669,532,108,-3.260905122622406,536,104,-3.2013978749860623
2765,484,212,-5.082213218302346,488,216,-4.954852462158668,488,212,-5.048700823853672
2766,488,212,-5.048700823853672,488,216,-4.954852462158668,492,216,-4.915482085484208
2767,492,220,-4.812711703963676,492,224,-4.704792436977938,496,224,-4.662354688961158
2768,520,256,-3.7004579189815,524,256,-3.687553305276517,520,252,-3.785855987123665
2769,520,252,-3.785855987123665,524,256,-3.687553305276517,524,252,-3.7728255755831195
2770,644,144,-4.4514725104378865,640,140,-4.410306714683216,640,144,-4.443996520685946
2771,636,132,-4.2979919485270575,632,128,-4.222271074844078,632,132,-4.27500271960362
2772,644,220,-3.321137830600231,644,216,-3.320486514470714,640,220,-3.331623428527152
2773,640,220,-3.331623428527152,644,216,-3.320486514470714,640,216,-3.3304858987347266
2774,644,212,-3.327351971889425,648,208,-3.3453092097672315,644,208,-3.345027501949073
2775,488,220,-4.8529740897783205,492,224,-4.704792436977938,492,220,-4.812711703963676
2776,496,232,-4.443025687524493,500,236,-4.296649394761052,500,232,-4.402137684667657
2777,640,228,-3.340330301793983,640,224,-3.3361037140097003,636,228,-3.3577840777755297
